0.04,-0.61,0.64,-29.37,4.44,-0.81,0.05,0.15,-0.16,-14.44,2.0,-1.75,-0.1,-0.71,-0.01,9.5,3.5,-0.13,0.09,0.41,-0.12,-1.5,0.25,0.62,0.04,-0.08,-0.06,12.88,-0.88,-1.94,-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,noInteraction
0.05,0.15,-0.16,-14.44,2.0,-1.75,-0.1,-0.71,-0.01,9.5,3.5,-0.13,0.09,0.41,-0.12,-1.5,0.25,0.62,0.04,-0.08,-0.06,12.88,-0.88,-1.94,-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,noInteraction
-0.1,-0.71,-0.01,9.5,3.5,-0.13,0.09,0.41,-0.12,-1.5,0.25,0.62,0.04,-0.08,-0.06,12.88,-0.88,-1.94,-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,noInteraction
0.09,0.41,-0.12,-1.5,0.25,0.62,0.04,-0.08,-0.06,12.88,-0.88,-1.94,-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,noInteraction
0.04,-0.08,-0.06,12.88,-0.88,-1.94,-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,noInteraction
-0.04,0.0,-0.19,10.69,-0.13,-1.06,0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,0.0,-0.1,-0.23,-25.06,0.31,-1.5,noInteraction
0.02,-0.19,-0.12,15.19,0.19,-0.31,-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,0.0,-0.1,-0.23,-25.06,0.31,-1.5,0.0,-0.2,-0.17,-23.25,0.37,-0.62,noInteraction
-0.1,-0.84,0.03,43.19,-1.56,0.88,0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,0.0,-0.1,-0.23,-25.06,0.31,-1.5,0.0,-0.2,-0.17,-23.25,0.37,-0.62,-0.03,-0.15,-0.18,-11.44,0.25,0.06,noInteraction
0.12,-0.2,-0.38,92.75,-1.0,1.75,0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,0.0,-0.1,-0.23,-25.06,0.31,-1.5,0.0,-0.2,-0.17,-23.25,0.37,-0.62,-0.03,-0.15,-0.18,-11.44,0.25,0.06,0.03,0.01,-0.17,-16.94,0.25,0.19,noInteraction
0.08,0.63,-0.5,27.06,-2.5,-0.13,0.02,-0.19,-0.39,2.31,-0.56,-1.25,0.04,-0.03,-0.35,12.94,-0.75,-0.69,0.0,0.05,-0.4,10.31,-0.62,0.88,0.0,-0.11,-0.33,-3.31,0.94,0.0,0.05,-0.06,-0.39,-0.75,0.44,0.69,0.06,0.22,-0.51,-9.63,1.12,0.0,0.09,0.06,-0.37,-22.5,1.19,-1.12,0.02,-0.08,-0.33,-37.38,2.37,-2.94,-0.01,-0.27,-0.21,-40.56,2.19,-3.31,0.0,-0.1,-0.23,-25.06,0.31,-1.5,0.0,-0.2,-0.17,-23.25,0.37,-0.62,-0.03,-0.15,-0.18,-11.44,0.25,0.06,0.03,0.01,-0.17,-16.94,0.25,0.19,-0.01,0.09,-0.15,-25.88,-0.19,0.31,noInteraction
